,id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,geo_groups,MedHouseVal
215,37352,3.3898,31,3.7520858164481528,1.045822102425876,1685,2.5927601809954752,34.25,-118.31,14,2.220752
216,37353,3.8086,14,5.204761904761905,1.1288343558282208,1548,2.747292418772563,33.18,-117.13,4,1.8897451
217,37354,5.1305,16,4.765864332603939,1.06984667802385,905,1.8971291866028708,34.21,-118.48,14,2.1927016
218,37355,3.5735,10,5.479591836734694,1.0489795918367346,2255,2.53061224489796,34.1,-117.68,24,1.1920732
219,37356,1.3167,42,4.441127819548667,1.1707920792079207,765,3.24330900243309,37.75,-121.43,16,0.72079504
220,37357,6.3767,25,7.471786833855799,1.03971119133574,2519,3.371900826446281,33.72,-117.6,24,3.2575998
221,37358,7.7889,14,7.773191094619666,1.05893536121673,951,2.958592132505176,37.36,-122.13,26,4.082
222,37359,7.6864,14,8.321678321678322,1.0558659217877095,6675,3.263910969793322,38.05,-122.19,19,3.4712276
223,37360,2.5625,21,4.70873786407767,1.073094867807154,697,2.985436893203884,36.62,-119.33,0,0.936418
224,37361,4.9318,14,5.491176470588235,0.9970588235294118,1392,2.3234117647058823,34.18,-118.4,14,2.337982
225,37362,0.7075,41,3.92587601078167,0.9662921348314608,1175,3.676737160120846,36.71,-119.76,0,2.1349041
226,37363,1.2841,26,3.826923076923077,1.0064102564102564,639,3.7884615384615374,37.44,-120.76,10,0.66000646
227,37364,6.0663,23,6.296724470134874,1.0518731988472625,2106,3.198697068403909,34.21,-118.86,12,2.68955
228,37365,5.894,16,6.708185053380783,1.0029498525073746,979,3.088016967126193,37.59,-122.04,20,2.482074
229,37366,2.2981,13,5.126721763085399,1.051643192488263,1286,2.865013774104684,33.23,-117.34,4,1.6613059
230,37367,3.3715,23,4.558343789209536,1.1618625277161865,1035,2.7489239598278337,37.8,-121.22,16,1.3927797
231,37368,3.2645,20,5.518024032042724,1.0060240963855422,3082,3.5060240963855422,35.32,-119.04,9,0.8068706
232,37369,2.6429,36,5.154228855721393,1.0165837479136213,673,2.615257048092869,33.89,-118.13,1,1.78601
233,37370,2.7708,16,5.3655462184873945,0.9831932773109244,1005,3.0892857142857144,37.96,-120.64,10,0.9384361
234,37371,2.2277,32,4.011709601873435,1.0825556353194543,2085,2.058472553699284,38.59,-121.4,5,1.143402
235,37372,2.6083,25,4.835930339138405,1.048587570621469,1175,3.3476297968397293,34.15,-117.24,8,0.79480046
236,37373,1.6331,18,4.082228116710875,1.1091445427728617,906,1.9201388888888888,33.99,-116.47,18,0.7465969
237,37374,1.8163,34,4.763993948562784,1.041899441340782,909,4.5559174809989145,33.92,-118.21,1,0.98821354
238,37375,3.7258,10,5.481296758342941,1.1164483260553129,1462,3.0632911392405062,34.08,-117.46,8,1.2926648
239,37376,3.7361,39,4.08,1.1311111111111112,1587,2.223333333333333,34.04,-118.39,27,3.91448
240,37377,6.1142,4,7.17004048582996,1.0635179153094465,3188,3.020344287949922,37.97,-121.8,19,1.8067693
241,37378,2.9821,52,4.321428571428571,1.0396825396825398,937,3.193846153846154,37.74,-122.44,11,2.0640953
242,37379,1.9722,18,4.667953667953668,1.1837871287128714,1452,2.023166023166023,36.35,-119.61,0,0.5203552
243,37380,1.7812,17,4.97986577181208,1.1926002166847225,1535,2.4328859060402683,38.5,-121.55,5,0.87651956
244,37381,2.4866,17,5.342233009708738,1.0471204188481675,1675,2.867330016583748,39.66,-121.58,3,0.7866602
245,37382,2.2094,19,5.504983377483444,1.007817589576547,2577,1.7511400651465798,33.71,-117.2,8,1.0017731
246,37383,8.174,10,7.132930513595459,1.0886075949367089,1243,2.584362139917696,37.83,-122.11,2,3.7420948
